datetime,generator_1_t+15_pred,generator_1_t+30_pred,generator_1_t+45_pred,generator_1_t+60_pred,generator_1_t+75_pred,generator_1_t+90_pred,generator_1_t+105_pred,generator_1_t+120_pred,generator_all_t+15_pred,generator_all_t+30_pred,generator_all_t+45_pred,generator_all_t+60_pred,generator_all_t+75_pred,generator_all_t+90_pred,generator_all_t+105_pred,generator_all_t+120_pred
2025-05-01 00:00:00,103.84464199847308,104.12970233754696,103.94788021033705,103.96936752736646,103.99475890553036,103.9191855999939,103.88124202352348,103.63097151242845,317.15272936376624,317.39686075486946,317.2305014996826,317.1769554736059,317.10376880440475,317.62879055119686,318.7579278136744,319.63308492986147
2025-05-01 00:15:00,102.99965568275738,103.14809517746376,102.98275099705867,103.12266924329715,103.06796570441315,103.03235766873595,102.81432804405128,102.937831093826,320.889675954909,321.2782478992152,321.374583215616,322.2716332115561,322.6143808505286,323.3388796883252,324.1250967996294,325.73320574653803
2025-05-01 00:30:00,103.2809672556779,103.5068711083212,103.55297672079377,103.82111982869252,103.95659474608637,103.82995436201716,103.93050806108926,104.33608219980376,320.06694016508914,321.0439549296915,321.6146509598444,322.74128037890216,323.7699753508205,324.5456417573655,326.1022355786131,328.53609050092484
2025-05-01 00:45:00,103.0748843675558,103.18859326804738,103.24681425367928,103.5565290304914,103.42868791359328,103.27217057947918,103.54551146293068,103.53887349636771,321.1514470870083,321.6762408055545,322.2227766958162,323.285849945988,324.3408568483621,324.7868604678439,326.0257862785942,328.0158850396462
2025-05-01 01:00:00,103.58851905334495,103.77684136011806,103.9333266052444,104.0127149285521,104.12318782591724,104.389982956369,104.40112853489728,104.40611589768194,320.65876117296654,321.5530203571059,322.34837418603473,323.4253245781356,324.77874508010706,326.16549234395325,326.8075711832532,328.09277781367376
2025-05-01 01:15:00,104.0604613656884,104.5036977670893,104.66322055479502,104.86128454954076,105.27702012328972,105.20059188082335,105.31381061036642,105.55572311433316,323.3811519845794,325.3632773783341,325.4243720604589,326.84168660734093,328.0449312598444,328.4492700378049,328.69590630210286,330.01224766192325
2025-05-01 01:30:00,111.79440844995084,111.61628469712647,112.11513860188144,112.16771945308923,112.01797285199136,111.79180682036136,111.5976007528615,111.74230024015976,340.3130343623039,340.31801901792346,340.4189850212236,340.5225776600035,340.5318797183813,340.5449666625336,340.56287047520266,340.57244325534424
2025-05-01 01:45:00,119.92998572082551,119.97203521122874,119.93668737293716,119.96670833744274,119.46003042303016,118.99771523679397,118.96912212047728,118.67629610431428,349.3386294552634,349.38929184980395,349.4566203537984,349.4432024358164,349.4587423182785,349.40668992211533,349.27681106380857,349.2540020943429
2025-05-01 02:00:00,118.78726180866092,119.18457911058373,118.66958761370802,118.711547676616,118.22350517178586,118.30764362944348,118.43935800176968,117.87505369224766,349.6737258323061,349.7002053021643,349.6445918787473,349.5678769138306,349.5601115745639,349.5706061485238,349.6661855500963,349.667148859293
2025-05-01 02:15:00,115.54330457050511,115.10483351652584,114.81771221163154,114.91189461523408,114.48829563833488,114.7391234078055,114.2443858916555,114.3066202078672,346.03122773110755,345.9357690528145,345.8011264156876,345.72173771854875,345.7112203838223,345.79565230586314,345.81375500777625,345.8176701167785
2025-05-01 02:30:00,116.35361558305864,115.95118943367812,115.86299740434826,115.82030349766372,115.4406348356392,115.30407781845116,115.0560578540426,114.99330087462852,345.7927532616819,345.7026681095604,345.54400090695765,345.4169195123485,345.3885028106441,345.3148705484813,345.285663313545,345.29449279026903
2025-05-01 02:45:00,118.12879291416893,117.80153102183009,117.52562571675696,117.4665034773571,116.58479715424149,116.42230800154478,116.69763219089803,116.16629284605123,349.9549562145125,349.7846345976701,349.5406367494355,349.3525981347369,349.1668610497303,348.9875712584286,348.8877844534249,348.8161696501804
2025-05-01 03:00:00,118.83860817208576,118.75751067276408,118.68730899680298,118.3042714380048,117.92836407672796,117.68298863709464,117.7441912009549,117.23014490659614,334.96661020210064,335.6138154101941,336.16650512610545,335.8970627333497,335.6593082973333,335.3214525261652,334.6622969339953,333.2465405964085
2025-05-01 03:15:00,115.8283018266699,115.53026589320342,115.26484540048055,115.10187533584158,114.62529195169245,114.58446217703909,114.43143377645828,113.94986979818684,331.53396007738434,331.52223558696244,331.3384289290512,330.5793677616062,329.7194967273085,328.9359019889384,327.89231937806665,325.3710010437053
2025-05-01 03:30:00,117.1567796820078,116.49510352957864,116.63742755544924,116.41119237691731,116.08891039099008,115.92973704876854,115.35167311144323,115.35164346011682,331.71147827039783,330.99074808976627,331.31221224417254,331.2054828261576,330.9579227442173,330.7130588563662,329.81528977746547,329.7434918246755
